t,Corr0,Corr1,Corr2,Corr3,Corr4,Corr5,Corr6,Corr7,Corr8,Corr9,Corr10,Corr11,Corr12,Corr13,Corr14,Corr15,Corr16,Corr17,Corr18,Corr19,Corr20,Corr21,Corr22,Corr23,Corr24,Corr25,Corr26,Corr27,Corr28,Corr29,Corr30,Corr31,Corr32,Corr33,Corr34,Corr35,Corr36,Corr37,Corr38,Corr39,Corr40,Corr41,Corr42,Corr43,Corr44,Corr45,Corr46,Corr47,Corr48,Corr49,Corr50,Corr51,Corr52,Corr53,Corr54,Corr55,Corr56,Corr57,Corr58,Corr59,Corr60,Corr61,Corr62,Corr63,Corr64,Corr65,Corr66,Corr67,Corr68,Corr69,Corr70,Corr71,Corr72,Corr73,Corr74,Corr75,Corr76,Corr77,Corr78,Corr79,Corr80,Corr81,Corr82,Corr83,Corr84,Corr85,Corr86,Corr87,Corr88,Corr89,Corr90,Corr91,Corr92,Corr93,Corr94,Corr95,Corr96,Corr97,Corr98,Corr99
0.474747,0,0.123274,0.185786,0.22326,0.269386,0.294937,0.322254,0.346797,0.372261,0.396159,0.421572,0.4335,0.458484,0.480861,0.502668,0.514785,0.534984,0.552867,0.573813,0.591579,0.60826,0.621807,0.638571,0.655555,0.674467,0.687231,0.703114,0.720006,0.731179,0.744471,0.760565,0.774881,0.79004,0.803781,0.820216,0.831706,0.84653,0.861279,0.875914,0.888622,0.903282,0.916945,0.930051,0.943705,0.958416,0.972116,0.986307,1,0.986072,0.973631,0.959559,0.948164,0.935256,0.924951,0.913967,0.904957,0.894289,0.882174,0.871818,0.859748,0.848838,0.84207,0.829791,0.821313,0.813441,0.804782,0.796524,0.791588,0.784798,0.774816,0.764649,0.756321,0.751322,0.741395,0.731165,0.724436,0.719673,0.713258,0.706099,0.696415,0.69234,0.68615,0.687847,0.685461,0.678746,0.67237,0.668765,0.6633,0.659931,0.649789,0.641346,0.636078,0.629482,0.624472,0.615485,0.608877,0.604321,0.59976,0.591991,0.586889
0.484848,0,0.122208,0.181985,0.218423,0.263969,0.288435,0.313995,0.33712,0.361735,0.385568,0.410489,0.422649,0.447503,0.468962,0.492683,0.50469,0.523638,0.540874,0.560908,0.57867,0.596324,0.609963,0.626232,0.643432,0.662375,0.67535,0.690564,0.707151,0.718226,0.731274,0.746638,0.761619,0.77756,0.791663,0.808128,0.819101,0.83334,0.848057,0.863013,0.875364,0.890422,0.904812,0.917547,0.930377,0.944477,0.959224,0.973046,0.986072,1,0.986928,0.97345,0.962728,0.949084,0.938312,0.926935,0.918104,0.907554,0.894836,0.884469,0.871528,0.860384,0.854642,0.842305,0.834177,0.825253,0.815648,0.80722,0.801796,0.795088,0.784605,0.774359,0.765834,0.760357,0.74999,0.739746,0.732913,0.729182,0.723507,0.716206,0.707258,0.703032,0.696197,0.697022,0.693639,0.687675,0.682307,0.678127,0.672908,0.669927,0.660131,0.65025,0.644609,0.637824,0.633979,0.624641,0.616806,0.612734,0.608172,0.599652,0.594656
0.494949,0,0.120825,0.180932,0.21901,0.26279,0.28661,0.312804,0.334448,0.35895,0.381759,0.406342,0.418087,0.442305,0.463206,0.486433,0.497539,0.515855,0.532892,0.552656,0.569765,0.58723,0.601134,0.616794,0.632839,0.651023,0.664176,0.679435,0.695096,0.706385,0.719824,0.735106,0.75005,0.764681,0.778446,0.79468,0.804711,0.818884,0.834344,0.849095,0.861238,0.877209,0.892324,0.904926,0.917869,0.931662,0.947721,0.961432,0.973631,0.986928,1,0.98663,0.97545,0.962462,0.951009,0.940504,0.931795,0.920871,0.907619,0.897418,0.884386,0.872441,0.866175,0.853064,0.845761,0.83695,0.827905,0.820523,0.814647,0.808828,0.799963,0.789908,0.781286,0.776156,0.76585,0.755865,0.748268,0.744296,0.73832,0.730731,0.722165,0.717918,0.71115,0.711545,0.708265,0.70226,0.696285,0.692886,0.687293,0.684044,0.673869,0.663693,0.657599,0.650655,0.647901,0.637644,0.629144,0.62446,0.620507,0.611455,0.606751
0.505051,0,0.12234,0.182432,0.21966,0.262844,0.28658,0.311738,0.331202,0.355564,0.377665,0.401598,0.413866,0.437885,0.45844,0.480957,0.492183,0.510023,0.526616,0.545966,0.562988,0.579148,0.593395,0.607803,0.623673,0.640696,0.653299,0.667655,0.682824,0.694012,0.707778,0.723817,0.738952,0.753521,0.767954,0.783471,0.794578,0.808072,0.823276,0.838739,0.850461,0.864968,0.879826,0.89133,0.90465,0.918855,0.934781,0.946726,0.959559,0.97345,0.98663,1,0.987812,0.974877,0.962517,0.951339,0.942285,0.929874,0.917283,0.905402,0.892991,0.881816,0.874976,0.861842,0.85434,0.846262,0.836806,0.829936,0.823292,0.816902,0.807493,0.797152,0.789349,0.783811,0.77373,0.76419,0.756224,0.752024,0.745392,0.73854,0.730358,0.725312,0.718703,0.71809,0.714974,0.708577,0.702712,0.699749,0.693988,0.690033,0.679171,0.669304,0.663611,0.656879,0.654803,0.645304,0.63546,0.63076,0.627566,0.617112,0.612555
0.515152,0,0.123595,0.182384,0.21775,0.25981,0.283537,0.307209,0.326316,0.349717,0.370905,0.394502,0.406526,0.429034,0.449413,0.471811,0.48279,0.50067,0.516178,0.53618,0.553291,0.569632,0.584639,0.598513,0.614915,0.631571,0.642302,0.656737,0.67225,0.68374,0.697373,0.713249,0.728235,0.742429,0.756786,0.772476,0.78359,0.797193,0.812497,0.828068,0.840816,0.855182,0.87027,0.881278,0.893885,0.908046,0.923146,0.93499,0.948164,0.962728,0.97545,0.987812,1,0.987009,0.974854,0.962735,0.954302,0.942294,0.93066,0.918809,0.906365,0.895211,0.888295,0.87562,0.867302,0.858688,0.849027,0.842386,0.836114,0.829728,0.820728,0.810027,0.802294,0.796541,0.787063,0.777356,0.769187,0.765244,0.758327,0.751436,0.742912,0.737429,0.730634,0.730361,0.726887,0.719834,0.714014,0.710403,0.704622,0.700729,0.690494,0.680895,0.675543,0.668704,0.666418,0.656247,0.646714,0.641419,0.63811,0.62808,0.623303
0.525253,0,0.121253,0.179744,0.214531,0.255278,0.278194,0.301718,0.320546,0.343034,0.363034,0.387311,0.399785,0.421639,0.442975,0.464849,0.475602,0.493151,0.508317,0.528177,0.545976,0.562649,0.578283,0.591843,0.60857,0.624403,0.634478,0.648724,0.662662,0.67384,0.687205,0.70324,0.718333,0.732606,0.746024,0.762031,0.773093,0.787835,0.803108,0.819391,0.831378,0.845611,0.859899,0.870798,0.883034,0.895431,0.910375,0.92225,0.935256,0.949084,0.962462,0.974877,0.987009,1,0.987734,0.975781,0.966735,0.954462,0.942307,0.930527,0.918571,0.906606,0.898774,0.886492,0.878469,0.869364,0.86009,0.8528,0.846258,0.839097,0.830485,0.818981,0.811658,0.805242,0.795301,0.785548,0.77771,0.773278,0.766195,0.75911,0.749378,0.743885,0.738394,0.737424,0.734491,0.72709,0.720874,0.716782,0.71019,0.70588,0.695418,0.685891,0.68036,0.673511,0.672063,0.662206,0.652993,0.647988,0.644347,0.634147,0.62955
0.535354,0,0.11774,0.176234,0.211702,0.251762,0.274029,0.298507,0.317117,0.339328,0.359224,0.383413,0.395535,0.416629,0.437769,0.459803,0.470447,0.487441,0.503993,0.523097,0.540968,0.556908,0.573031,0.585966,0.602721,0.617977,0.627283,0.641144,0.655921,0.666926,0.679211,0.694452,0.70943,0.724135,0.737277,0.753174,0.764259,0.778287,0.793378,0.808397,0.820784,0.834675,0.84915,0.860724,0.872674,0.885509,0.900873,0.912153,0.924951,0.938312,0.951009,0.962517,0.974854,0.987734,1,0.987369,0.977702,0.965092,0.952819,0.940492,0.929087,0.917308,0.90908,0.897523,0.889683,0.880578,0.87121,0.863227,0.856771,0.850071,0.842049,0.830911,0.823408,0.816803,0.806701,0.797256,0.788423,0.783943,0.777625,0.770856,0.759859,0.754038,0.748172,0.747034,0.743034,0.736154,0.72931,0.725236,0.718559,0.713847,0.70231,0.692337,0.686026,0.679967,0.678672,0.66943,0.660104,0.654883,0.651323,0.640718,0.63577
0.545455,0,0.114076,0.172453,0.207817,0.24756,0.269953,0.293753,0.312054,0.333194,0.35393,0.37776,0.390295,0.410983,0.431981,0.453403,0.463699,0.48157,0.498123,0.517297,0.535012,0.550595,0.565646,0.578063,0.593993,0.609308,0.618762,0.632553,0.647792,0.658617,0.670823,0.686575,0.702209,0.716375,0.729017,0.745309,0.755922,0.770044,0.784935,0.799949,0.811697,0.825514,0.838601,0.8514,0.863402,0.875766,0.890133,0.901013,0.913967,0.926935,0.940504,0.951339,0.962735,0.975781,0.987369,1,0.989018,0.976434,0.96431,0.952074,0.941859,0.930191,0.921674,0.910259,0.902066,0.893227,0.8842,0.876658,0.869045,0.862386,0.855114,0.844098,0.835859,0.828328,0.818367,0.808753,0.801009,0.795959,0.789901,0.783531,0.772387,0.765702,0.759989,0.759275,0.755931,0.748895,0.741979,0.737512,0.730163,0.725134,0.714428,0.704972,0.69962,0.694461,0.693198,0.684901,0.67582,0.670333,0.667249,0.656864,0.652176
0.555556,0,0.111206,0.168776,0.205023,0.243562,0.265502,0.289571,0.307856,0.329353,0.350113,0.372595,0.384773,0.405567,0.427501,0.448566,0.458652,0.476575,0.492757,0.511768,0.529367,0.545151,0.559214,0.571518,0.586364,0.601338,0.610955,0.624638,0.639351,0.649486,0.662077,0.677299,0.692659,0.706111,0.718158,0.735105,0.745454,0.759317,0.774853,0.789995,0.801434,0.815661,0.829071,0.841675,0.853881,0.866625,0.880989,0.89225,0.904957,0.918104,0.931795,0.942285,0.954302,0.966735,0.977702,0.989018,1,0.987431,0.976417,0.964582,0.953954,0.942505,0.933793,0.922701,0.913901,0.905273,0.896974,0.888188,0.879922,0.872899,0.865257,0.854039,0.845933,0.838641,0.828144,0.819235,0.811618,0.806405,0.799856,0.792921,0.782249,0.775759,0.769949,0.769402,0.765744,0.758732,0.75158,0.747309,0.739927,0.734443,0.724324,0.714471,0.70919,0.703541,0.702311,0.692622,0.684154,0.678643,0.676212,0.6659,0.661203
0.565657,0,0.109263,0.165911,0.200146,0.238414,0.261808,0.286462,0.305403,0.326202,0.346092,0.368908,0.380916,0.401465,0.423524,0.444098,0.454246,0.471706,0.487617,0.505839,0.522729,0.538354,0.551983,0.564808,0.578783,0.593535,0.603095,0.616601,0.631378,0.641169,0.654331,0.669511,0.684615,0.69737,0.708459,0.725919,0.735267,0.748663,0.76392,0.779602,0.79068,0.804057,0.817524,0.83062,0.842616,0.855197,0.86883,0.881099,0.894289,0.907554,0.920871,0.929874,0.942294,0.954462,0.965092,0.976434,0.987431,1,0.98836,0.976879,0.966964,0.955719,0.946839,0.935113,0.926371,0.916217,0.908129,0.898738,0.890832,0.883099,0.874747,0.86367,0.855538,0.847923,0.837871,0.828289,0.820976,0.815793,0.809249,0.80153,0.791378,0.785476,0.779097,0.777573,0.773711,0.766901,0.758118,0.753656,0.746072,0.740859,0.730422,0.719902,0.714089,0.708018,0.706785,0.697147,0.688799,0.683378,0.682248,0.671722,0.667367
0.575758,0,0.107462,0.16605,0.198484,0.236162,0.25993,0.285248,0.304124,0.323737,0.343591,0.366139,0.378725,0.3995,0.421577,0.442463,0.452394,0.469222,0.485287,0.504226,0.520994,0.536785,0.550734,0.563891,0.577453,0.591793,0.601428,0.614704,0.629331,0.638835,0.651909,0.665869,0.679406,0.69224,0.702896,0.720841,0.729232,0.742287,0.757267,0.772735,0.784082,0.796755,0.808962,0.821345,0.83299,0.844995,0.857316,0.869182,0.882174,0.894836,0.907619,0.917283,0.93066,0.942307,0.952819,0.96431,0.976417,0.98836,1,0.988036,0.978129,0.966832,0.957996,0.946699,0.937172,0.927468,0.919114,0.909853,0.901601,0.893684,0.884905,0.873688,0.865461,0.856542,0.847326,0.838772,0.831671,0.82684,0.819547,0.812273,0.801379,0.795917,0.790357,0.788107,0.78404,0.777096,0.769319,0.764066,0.75619,0.751275,0.741664,0.730926,0.725731,0.719678,0.718168,0.70814,0.699732,0.694661,0.693338,0.682755,0.678112
0.585859,0,0.103782,0.162939,0.19489,0.23151,0.254786,0.2792,0.298751,0.318536,0.338524,0.361299,0.374071,0.393888,0.416202,0.437868,0.447931,0.464436,0.479824,0.499332,0.515884,0.532463,0.545169,0.557712,0.571153,0.585606,0.594381,0.606373,0.620485,0.629522,0.642857,0.656702,0.669525,0.682302,0.691644,0.709629,0.717539,0.729625,0.744533,0.759419,0.771045,0.784559,0.796722,0.809143,0.820733,0.832736,0.84531,0.858616,0.871818,0.884469,0.897418,0.905402,0.918809,0.930527,0.940492,0.952074,0.964582,0.976879,0.988036,1,0.988827,0.978462,0.969591,0.957501,0.94809,0.937609,0.929857,0.918596,0.910992,0.903691,0.895311,0.883848,0.875464,0.865401,0.85605,0.847281,0.839517,0.834864,0.827921,0.821071,0.810753,0.806017,0.800834,0.79834,0.793558,0.786808,0.77888,0.773404,0.765511,0.761605,0.751092,0.741004,0.735753,0.729568,0.72772,0.717899,0.709903,0.705225,0.703235,0.692526,0.687422
0.59596,0,0.101718,0.160454,0.191263,0.227747,0.250595,0.274955,0.294526,0.314497,0.333167,0.356011,0.368621,0.388999,0.411841,0.433129,0.443581,0.458711,0.473745,0.492949,0.509188,0.526245,0.538288,0.55046,0.563545,0.577941,0.586489,0.597827,0.61153,0.621118,0.634668,0.648579,0.661284,0.673865,0.683744,0.701418,0.709446,0.721407,0.736092,0.750468,0.762302,0.775756,0.787065,0.799344,0.810719,0.82243,0.834071,0.846156,0.859748,0.871528,0.884386,0.892991,0.906365,0.918571,0.929087,0.941859,0.953954,0.966964,0.978129,0.988827,1,0.989438,0.980078,0.969128,0.959072,0.948093,0.939943,0.929338,0.921072,0.913092,0.904334,0.892186,0.88376,0.872907,0.863348,0.854602,0.847464,0.843568,0.836729,0.829426,0.818381,0.81318,0.807698,0.804891,0.800789,0.793883,0.785987,0.780502,0.773133,0.769328,0.75945,0.74909,0.744111,0.737173,0.734505,0.725047,0.717908,0.713549,0.71171,0.701688,0.697817
0.606061,0,0.10204,0.159071,0.189064,0.224494,0.249319,0.273013,0.292311,0.311168,0.329069,0.351115,0.363527,0.383156,0.406394,0.427048,0.436097,0.451059,0.466423,0.486263,0.502579,0.520148,0.531257,0.542747,0.556565,0.57148,0.579703,0.592332,0.605464,0.615202,0.627766,0.641381,0.65417,0.666522,0.675734,0.694198,0.702233,0.713584,0.728052,0.742355,0.754147,0.767361,0.7782,0.790226,0.801613,0.813061,0.823251,0.835139,0.848838,0.860384,0.872441,0.881816,0.895211,0.906606,0.917308,0.930191,0.942505,0.955719,0.966832,0.978462,0.989438,1,0.989656,0.978849,0.968467,0.957909,0.949591,0.939534,0.930189,0.92167,0.912833,0.900527,0.891796,0.880756,0.871757,0.863104,0.855365,0.850906,0.843721,0.836026,0.825034,0.819647,0.814189,0.811808,0.807041,0.799664,0.791603,0.78591,0.778571,0.774843,0.764526,0.753459,0.747562,0.741137,0.738578,0.729289,0.722237,0.718025,0.716629,0.706872,0.702784
0.616162,0,0.101958,0.15752,0.187048,0.223269,0.247863,0.271661,0.290214,0.309065,0.326118,0.348077,0.35961,0.37894,0.401473,0.4227,0.431969,0.446226,0.461875,0.481333,0.497922,0.515785,0.526621,0.538132,0.551555,0.566844,0.575469,0.587118,0.600214,0.610589,0.623283,0.636408,0.649054,0.661327,0.670575,0.688167,0.696488,0.706766,0.721779,0.736385,0.748573,0.76175,0.772658,0.78361,0.794742,0.805628,0.816997,0.828863,0.84207,0.854642,0.866175,0.874976,0.888295,0.898774,0.90908,0.921674,0.933793,0.946839,0.957996,0.969591,0.980078,0.989656,1,0.988885,0.978518,0.967828,0.958269,0.949093,0.939795,0.932024,0.922723,0.910888,0.902018,0.891396,0.883169,0.874579,0.867806,0.862959,0.85583,0.848333,0.837399,0.83117,0.825635,0.822815,0.818587,0.811321,0.802763,0.797403,0.789694,0.785074,0.775742,0.764743,0.758448,0.75199,0.749799,0.739865,0.732264,0.728417,0.727032,0.717969,0.714358
0.626263,0,0.101798,0.156711,0.187086,0.22166,0.244803,0.268055,0.287213,0.306506,0.322516,0.344313,0.356016,0.374777,0.39762,0.419348,0.428078,0.441828,0.457628,0.476974,0.492353,0.509418,0.5199,0.531977,0.545479,0.560563,0.569428,0.581476,0.593694,0.603258,0.61538,0.628754,0.641033,0.653327,0.662108,0.679297,0.687678,0.698171,0.713206,0.727682,0.73924,0.752056,0.76325,0.773538,0.78339,0.794379,0.805542,0.816759,0.829791,0.842305,0.853064,0.861842,0.87562,0.886492,0.897523,0.910259,0.922701,0.935113,0.946699,0.957501,0.969128,0.978849,0.988885,1,0.988979,0.978024,0.967649,0.958301,0.949362,0.940665,0.93136,0.920276,0.911289,0.901643,0.893208,0.88452,0.878092,0.872775,0.865008,0.857768,0.846358,0.840037,0.834412,0.831461,0.827049,0.820019,0.810955,0.805641,0.797981,0.792267,0.782681,0.77218,0.764945,0.758611,0.75721,0.747317,0.740182,0.735427,0.734783,0.725885,0.722419
0.636364,0,0.0999445,0.153055,0.182958,0.21685,0.24016,0.263829,0.282113,0.301208,0.316752,0.338954,0.349431,0.367167,0.389726,0.411081,0.419589,0.433296,0.449697,0.469028,0.485192,0.502192,0.512553,0.524058,0.537929,0.552787,0.56175,0.573561,0.586007,0.59618,0.608462,0.621455,0.63373,0.64679,0.655311,0.672627,0.680448,0.69083,0.705748,0.719656,0.731247,0.744254,0.754585,0.764364,0.774557,0.78547,0.796401,0.808653,0.821313,0.834177,0.845761,0.85434,0.867302,0.878469,0.889683,0.902066,0.913901,0.926371,0.937172,0.94809,0.959072,0.968467,0.978518,0.988979,1,0.988869,0.978406,0.968384,0.959605,0.951377,0.941876,0.931747,0.921624,0.91234,0.904662,0.89565,0.888762,0.883647,0.876818,0.870131,0.859031,0.852099,0.845886,0.84183,0.837275,0.829854,0.82065,0.815089,0.808098,0.802153,0.791756,0.781571,0.774291,0.767914,0.767286,0.756032,0.748234,0.744116,0.742873,0.734282,0.729972
0.646465,0,0.0982168,0.150298,0.181551,0.215977,0.239079,0.26172,0.28001,0.299233,0.314395,0.336715,0.346895,0.363804,0.385461,0.406241,0.414691,0.427949,0.444179,0.463496,0.479306,0.496861,0.507798,0.518185,0.532545,0.546632,0.554858,0.566475,0.578486,0.588257,0.60061,0.61386,0.625792,0.638843,0.64794,0.665505,0.673918,0.68355,0.699383,0.713699,0.725781,0.738448,0.748176,0.75773,0.768488,0.778825,0.788529,0.800129,0.813441,0.825253,0.83695,0.846262,0.858688,0.869364,0.880578,0.893227,0.905273,0.916217,0.927468,0.937609,0.948093,0.957909,0.967828,0.978024,0.988869,1,0.98941,0.979697,0.970739,0.962427,0.952527,0.941603,0.930575,0.922347,0.91462,0.90568,0.898872,0.893226,0.886129,0.879751,0.867844,0.860198,0.85407,0.849221,0.845495,0.837892,0.828804,0.822926,0.815548,0.809258,0.798504,0.788306,0.780784,0.774805,0.773957,0.763869,0.756112,0.75099,0.749356,0.740262,0.735521
0.656566,0,0.0968331,0.148434,0.178797,0.213388,0.236068,0.259311,0.27657,0.295324,0.310164,0.33164,0.341228,0.35802,0.379646,0.399632,0.407052,0.419819,0.435809,0.454462,0.47071,0.488103,0.498473,0.509265,0.523853,0.537276,0.544908,0.556672,0.568603,0.578768,0.591616,0.603839,0.615768,0.629246,0.637695,0.655179,0.664249,0.674294,0.689918,0.704502,0.71697,0.729184,0.737975,0.747438,0.757887,0.768429,0.778577,0.790585,0.804782,0.815648,0.827905,0.836806,0.849027,0.86009,0.87121,0.8842,0.896974,0.908129,0.919114,0.929857,0.939943,0.949591,0.958269,0.967649,0.978406,0.98941,1,0.989404,0.98046,0.97202,0.960985,0.950087,0.939543,0.930932,0.923519,0.914652,0.907793,0.90195,0.894585,0.888307,0.876197,0.869269,0.863125,0.857251,0.853776,0.846133,0.837317,0.831882,0.823904,0.817912,0.806046,0.795553,0.788578,0.782282,0.781538,0.77104,0.76326,0.75831,0.756859,0.747371,0.74253
0.666667,0,0.0985603,0.149539,0.181014,0.215413,0.236761,0.260157,0.277149,0.295479,0.310255,0.332076,0.34104,0.35795,0.378948,0.398144,0.405362,0.41844,0.434586,0.453244,0.468472,0.48567,0.495704,0.506424,0.520059,0.53341,0.541106,0.553251,0.564646,0.574447,0.586894,0.598945,0.611048,0.62399,0.632754,0.650418,0.65936,0.668923,0.684698,0.699114,0.711507,0.723882,0.731818,0.74069,0.751273,0.761769,0.772306,0.782257,0.796524,0.80722,0.820523,0.829936,0.842386,0.8528,0.863227,0.876658,0.888188,0.898738,0.909853,0.918596,0.929338,0.939534,0.949093,0.958301,0.968384,0.979697,0.989404,1,0.990194,0.981822,0.971784,0.961296,0.951113,0.942299,0.934756,0.926386,0.918849,0.912307,0.90455,0.897755,0.886652,0.879005,0.872281,0.867362,0.861467,0.854807,0.846558,0.840733,0.833137,0.826174,0.81474,0.804034,0.797107,0.790706,0.789201,0.778401,0.769656,0.763363,0.761907,0.752389,0.748077
0.676768,0,0.0956323,0.147403,0.179426,0.214157,0.235492,0.259124,0.275375,0.293652,0.307732,0.329103,0.338189,0.35536,0.376161,0.394872,0.402346,0.414842,0.431071,0.450286,0.465488,0.482221,0.492173,0.503281,0.517527,0.530297,0.538131,0.54995,0.560881,0.570893,0.583625,0.595331,0.606977,0.619904,0.628095,0.646037,0.654994,0.664819,0.680314,0.694212,0.706448,0.718683,0.726806,0.735644,0.745507,0.756527,0.766984,0.777313,0.791588,0.801796,0.814647,0.823292,0.836114,0.846258,0.856771,0.869045,0.879922,0.890832,0.901601,0.910992,0.921072,0.930189,0.939795,0.949362,0.959605,0.970739,0.98046,0.990194,1,0.99047,0.980694,0.96944,0.959602,0.951135,0.943572,0.934929,0.927051,0.919806,0.911914,0.905184,0.89474,0.886971,0.879845,0.87547,0.869988,0.86321,0.854945,0.848878,0.840403,0.832824,0.821342,0.810163,0.803285,0.797037,0.795738,0.785219,0.776028,0.76907,0.767558,0.757761,0.752421
0.686869,0,0.094558,0.144855,0.17674,0.2113,0.231852,0.255403,0.271934,0.290139,0.304459,0.325188,0.33385,0.351226,0.372167,0.390966,0.398899,0.411439,0.428173,0.447003,0.462507,0.478729,0.488324,0.499055,0.51268,0.52467,0.532602,0.544955,0.555919,0.56559,0.578108,0.590187,0.601647,0.614826,0.624001,0.641045,0.649312,0.658452,0.674062,0.688017,0.700561,0.713005,0.720814,0.729564,0.739134,0.750168,0.760696,0.770882,0.784798,0.795088,0.808828,0.816902,0.829728,0.839097,0.850071,0.862386,0.872899,0.883099,0.893684,0.903691,0.913092,0.92167,0.932024,0.940665,0.951377,0.962427,0.97202,0.981822,0.99047,1,0.989952,0.978985,0.968972,0.960012,0.953119,0.944291,0.935326,0.928061,0.920648,0.914419,0.904615,0.897433,0.8906,0.885225,0.878985,0.872474,0.863661,0.857007,0.848394,0.841327,0.829738,0.818216,0.811307,0.804701,0.804226,0.793749,0.784349,0.777545,0.776203,0.766201,0.760998
0.69697,0,0.0927456,0.142191,0.173535,0.206525,0.227092,0.249629,0.266009,0.285082,0.298968,0.318916,0.327236,0.344634,0.365909,0.386125,0.39395,0.407387,0.424148,0.442757,0.458273,0.474296,0.484504,0.495163,0.508469,0.519562,0.528172,0.541117,0.55217,0.561439,0.572989,0.58474,0.595666,0.608964,0.617984,0.634535,0.64201,0.649916,0.66523,0.678343,0.690828,0.70325,0.711657,0.72039,0.72989,0.741672,0.751714,0.761697,0.774816,0.784605,0.799963,0.807493,0.820728,0.830485,0.842049,0.855114,0.865257,0.874747,0.884905,0.895311,0.904334,0.912833,0.922723,0.93136,0.941876,0.952527,0.960985,0.971784,0.980694,0.989952,1,0.989145,0.978779,0.969998,0.961973,0.953581,0.94428,0.935956,0.928952,0.922403,0.912752,0.904342,0.897795,0.893371,0.886638,0.87898,0.870476,0.863646,0.855618,0.848922,0.836907,0.825613,0.817653,0.810788,0.809361,0.79943,0.789139,0.780854,0.77906,0.768422,0.763644
0.707071,0,0.0892428,0.139429,0.170371,0.202472,0.221321,0.244549,0.261434,0.281628,0.295722,0.315239,0.323449,0.340359,0.361898,0.381944,0.388781,0.401968,0.418521,0.436429,0.452697,0.468122,0.478621,0.489279,0.501954,0.512952,0.521507,0.534169,0.545607,0.555264,0.565855,0.577724,0.588581,0.60139,0.610468,0.626606,0.634055,0.641761,0.656464,0.669513,0.681768,0.693992,0.702242,0.710658,0.720183,0.730987,0.742136,0.752357,0.764649,0.774359,0.789908,0.797152,0.810027,0.818981,0.830911,0.844098,0.854039,0.86367,0.873688,0.883848,0.892186,0.900527,0.910888,0.920276,0.931747,0.941603,0.950087,0.961296,0.96944,0.978985,0.989145,1,0.989453,0.98026,0.971777,0.963732,0.954055,0.946527,0.938487,0.931658,0.922592,0.913871,0.907455,0.90247,0.895309,0.88767,0.87864,0.873003,0.864071,0.856954,0.844577,0.832098,0.822997,0.816633,0.816882,0.807039,0.796352,0.788307,0.787296,0.776021,0.771303
0.717172,0,0.0873175,0.138703,0.169259,0.200566,0.220159,0.242895,0.259462,0.279218,0.293168,0.312788,0.321637,0.338059,0.359575,0.379037,0.385009,0.397858,0.413806,0.431686,0.447959,0.463392,0.473923,0.484495,0.497095,0.508111,0.516545,0.528886,0.539552,0.549216,0.559766,0.570999,0.581384,0.594469,0.60395,0.619087,0.626384,0.634607,0.649442,0.663001,0.674668,0.686553,0.694044,0.702208,0.711206,0.721482,0.732804,0.743634,0.756321,0.765834,0.781286,0.789349,0.802294,0.811658,0.823408,0.835859,0.845933,0.855538,0.865461,0.875464,0.88376,0.891796,0.902018,0.911289,0.921624,0.930575,0.939543,0.951113,0.959602,0.968972,0.978779,0.989453,1,0.990338,0.981103,0.972743,0.963475,0.956058,0.947453,0.939693,0.931038,0.921393,0.91463,0.909043,0.902359,0.894705,0.885339,0.879908,0.871619,0.864151,0.852072,0.837977,0.828554,0.821212,0.82194,0.811742,0.800107,0.791293,0.790225,0.778874,0.774226
0.727273,0,0.0857562,0.136029,0.166495,0.197537,0.217298,0.239881,0.254637,0.275503,0.288727,0.308865,0.317711,0.335292,0.356787,0.375889,0.382016,0.394401,0.410143,0.427641,0.443835,0.4591,0.469959,0.480802,0.493162,0.503615,0.511417,0.524345,0.534176,0.544086,0.554825,0.565488,0.57606,0.589262,0.599164,0.615598,0.622796,0.631234,0.64597,0.659086,0.670568,0.682177,0.689816,0.697704,0.706667,0.716319,0.727685,0.738171,0.751322,0.760357,0.776156,0.783811,0.796541,0.805242,0.816803,0.828328,0.838641,0.847923,0.856542,0.865401,0.872907,0.880756,0.891396,0.901643,0.91234,0.922347,0.930932,0.942299,0.951135,0.960012,0.969998,0.98026,0.990338,1,0.990325,0.981016,0.971716,0.963291,0.954688,0.946779,0.938029,0.92895,0.921464,0.916477,0.90975,0.902378,0.892563,0.887551,0.88006,0.872067,0.860377,0.846171,0.835799,0.828645,0.829011,0.81787,0.807135,0.797727,0.795611,0.784036,0.779103
0.737374,0,0.0862938,0.135153,0.164349,0.194729,0.214088,0.236028,0.250774,0.271386,0.283952,0.30452,0.313697,0.331027,0.350932,0.369178,0.376079,0.388245,0.40446,0.420651,0.437559,0.452577,0.463524,0.473774,0.485899,0.496099,0.503438,0.516576,0.526187,0.536322,0.547452,0.558526,0.568862,0.581534,0.591207,0.607615,0.614406,0.623016,0.637644,0.651022,0.662811,0.674607,0.682504,0.690334,0.698527,0.707177,0.718194,0.728218,0.741395,0.74999,0.76585,0.77373,0.787063,0.795301,0.806701,0.818367,0.828144,0.837871,0.847326,0.85605,0.863348,0.871757,0.883169,0.893208,0.904662,0.91462,0.923519,0.934756,0.943572,0.953119,0.961973,0.971777,0.981103,0.990325,1,0.990993,0.980688,0.972367,0.963853,0.956032,0.947242,0.938597,0.931037,0.924243,0.917785,0.911266,0.902038,0.896776,0.889092,0.880729,0.867894,0.854169,0.844299,0.836702,0.837336,0.826562,0.816092,0.806889,0.805144,0.792974,0.788136
