t,Cov0,Cov1,Cov2,Cov3,Cov4,Cov5,Cov6,Cov7,Cov8,Cov9,Cov10,Cov11,Cov12,Cov13,Cov14,Cov15,Cov16,Cov17,Cov18,Cov19,Cov20,Cov21,Cov22,Cov23,Cov24,Cov25,Cov26,Cov27,Cov28,Cov29,Cov30,Cov31,Cov32,Cov33,Cov34,Cov35,Cov36,Cov37,Cov38,Cov39,Cov40,Cov41,Cov42,Cov43,Cov44,Cov45,Cov46,Cov47,Cov48,Cov49,Cov50,Cov51,Cov52,Cov53,Cov54,Cov55,Cov56,Cov57,Cov58,Cov59,Cov60,Cov61,Cov62,Cov63,Cov64,Cov65,Cov66,Cov67,Cov68,Cov69,Cov70,Cov71,Cov72,Cov73,Cov74,Cov75,Cov76,Cov77,Cov78,Cov79,Cov80,Cov81,Cov82,Cov83,Cov84,Cov85,Cov86,Cov87,Cov88,Cov89,Cov90,Cov91,Cov92,Cov93,Cov94,Cov95,Cov96,Cov97,Cov98,Cov99
0.464646,0,0.00955,0.0199759,0.0300999,0.0421363,0.05137,0.0612674,0.0712345,0.0820601,0.0922638,0.103917,0.112897,0.124642,0.136419,0.148004,0.157947,0.169866,0.181192,0.193895,0.206604,0.219559,0.229615,0.24258,0.255731,0.268037,0.279418,0.293754,0.307518,0.318578,0.328949,0.342788,0.355206,0.369544,0.384888,0.40061,0.411775,0.427642,0.438021,0.452963,0.465471,0.480409,0.497034,0.510535,0.526005,0.54041,0.557086,0.580489,0.57699,0.580495,0.581815,0.580958,0.58263,0.582886,0.581097,0.577427,0.577944,0.57467,0.571241,0.575796,0.573109,0.574324,0.57832,0.574417,0.577304,0.576497,0.57862,0.573235,0.570872,0.567305,0.564818,0.562692,0.558467,0.558998,0.562721,0.562739,0.566453,0.563593,0.561516,0.560107,0.561674,0.562442,0.56073,0.556531,0.560239,0.559035,0.559476,0.557862,0.559753,0.557427,0.5537,0.558804,0.5651,0.567351,0.565928,0.562527,0.566872,0.573534,0.579326,0.578378,0.578113
0.474747,0,0.00950584,0.020012,0.0300654,0.0419777,0.0513713,0.0612888,0.071124,0.0819488,0.0921906,0.10382,0.112687,0.12457,0.13666,0.148114,0.158059,0.169923,0.181158,0.193626,0.206351,0.218869,0.22884,0.24179,0.254999,0.267257,0.277906,0.292169,0.305858,0.316742,0.326948,0.340548,0.352592,0.366891,0.381835,0.398072,0.409718,0.425193,0.435852,0.451037,0.463346,0.478103,0.494661,0.50812,0.523331,0.537545,0.553827,0.57699,0.589547,0.592838,0.593777,0.593409,0.595431,0.5957,0.593829,0.590281,0.590731,0.587805,0.584286,0.589194,0.58684,0.588281,0.592101,0.588118,0.590899,0.590643,0.593588,0.588226,0.585873,0.582035,0.579012,0.576329,0.572409,0.573378,0.577356,0.577386,0.581509,0.578607,0.576718,0.575225,0.576853,0.577199,0.575488,0.571202,0.57505,0.573722,0.574435,0.572276,0.574603,0.571524,0.567888,0.573451,0.579825,0.582096,0.581754,0.578592,0.581882,0.588688,0.594044,0.591968,0.592207
0.484848,0,0.00961011,0.0199903,0.029996,0.0419474,0.0512327,0.0608995,0.0705073,0.0812072,0.0915012,0.103091,0.11204,0.123992,0.135915,0.148045,0.158025,0.16961,0.180735,0.193016,0.205842,0.218819,0.228923,0.241809,0.255236,0.267658,0.278504,0.292631,0.306341,0.317286,0.327507,0.340926,0.353414,0.36824,0.383519,0.399965,0.411492,0.426849,0.437652,0.453186,0.465464,0.480621,0.497773,0.511206,0.526147,0.540208,0.557295,0.580495,0.592838,0.613106,0.613794,0.61391,0.616538,0.616468,0.614326,0.610501,0.61117,0.608327,0.604398,0.60957,0.606651,0.60808,0.61283,0.608798,0.612028,0.611075,0.613505,0.607919,0.60517,0.601333,0.597927,0.595196,0.591076,0.591754,0.595605,0.59572,0.599953,0.597851,0.596579,0.595003,0.597425,0.597709,0.595467,0.590272,0.593424,0.592769,0.594458,0.591768,0.59446,0.59166,0.58834,0.592916,0.599228,0.601479,0.602296,0.598816,0.601122,0.608693,0.614294,0.611492,0.611916
0.494949,0,0.00963799,0.0201605,0.0305092,0.0423607,0.0516408,0.0615411,0.0709546,0.081741,0.0919003,0.103517,0.112425,0.124314,0.136178,0.148269,0.158027,0.169492,0.180629,0.192911,0.205589,0.218581,0.228854,0.24159,0.254644,0.266855,0.277836,0.292056,0.305449,0.316544,0.327015,0.340488,0.353051,0.36735,0.38254,0.398966,0.410077,0.425478,0.436768,0.452291,0.464539,0.480299,0.497963,0.511425,0.526539,0.540543,0.558531,0.581815,0.593777,0.613794,0.630869,0.631171,0.63367,0.634149,0.631593,0.628347,0.629205,0.626131,0.621849,0.627389,0.624455,0.62547,0.630033,0.625443,0.629451,0.62865,0.631681,0.626825,0.623712,0.620522,0.618399,0.615879,0.611675,0.612738,0.616947,0.617455,0.621332,0.619019,0.61755,0.615801,0.618791,0.619144,0.617005,0.611238,0.614652,0.614048,0.615361,0.613344,0.6159,0.612817,0.609222,0.613877,0.620096,0.622403,0.624375,0.620074,0.621965,0.629263,0.635768,0.632496,0.633342
0.505051,0,0.00989579,0.0206129,0.0310293,0.0429641,0.0523602,0.0621922,0.0712522,0.0821066,0.0921909,0.103745,0.112852,0.124799,0.136668,0.148657,0.15852,0.169928,0.181007,0.193251,0.205995,0.218599,0.229079,0.24141,0.254478,0.266308,0.277122,0.291021,0.304268,0.315365,0.326057,0.339965,0.35271,0.367069,0.382681,0.39886,0.410597,0.425753,0.437023,0.453045,0.465165,0.480245,0.497881,0.510813,0.526241,0.540595,0.558638,0.580958,0.593409,0.61391,0.631171,0.648704,0.650709,0.651345,0.648209,0.644507,0.64522,0.641127,0.637292,0.641856,0.639382,0.641066,0.645369,0.640748,0.644762,0.644567,0.647435,0.642915,0.639179,0.635514,0.632982,0.630252,0.626662,0.627466,0.632045,0.633018,0.636754,0.634227,0.632217,0.631118,0.634595,0.634301,0.632311,0.625519,0.629183,0.628268,0.629759,0.628113,0.630629,0.62686,0.622635,0.627757,0.634548,0.637178,0.639884,0.636331,0.637026,0.644534,0.652026,0.647308,0.648375
0.515152,0,0.0101519,0.0209262,0.0312352,0.043125,0.0526054,0.0622365,0.0712867,0.0820054,0.0919409,0.103488,0.112565,0.124168,0.13605,0.148086,0.157899,0.169392,0.180164,0.192722,0.205578,0.218332,0.229189,0.241397,0.254785,0.266575,0.276671,0.290689,0.304189,0.315502,0.326232,0.340183,0.35297,0.367259,0.382948,0.399345,0.411181,0.426517,0.437972,0.454199,0.467002,0.482154,0.50009,0.512863,0.528021,0.542498,0.560217,0.58263,0.595431,0.616538,0.63367,0.650709,0.668925,0.66965,0.666671,0.662315,0.663554,0.659738,0.656586,0.661434,0.658994,0.660869,0.665325,0.66106,0.664667,0.664146,0.667049,0.662652,0.659173,0.655475,0.653307,0.650335,0.64679,0.647519,0.652879,0.653883,0.657685,0.655356,0.653135,0.652069,0.655486,0.654871,0.652749,0.646048,0.64956,0.64812,0.649783,0.647539,0.650195,0.646422,0.642805,0.648505,0.655948,0.65868,0.661306,0.657129,0.658335,0.665562,0.673234,0.669002,0.669956
0.525253,0,0.0101016,0.0209175,0.0312123,0.042977,0.0523501,0.0619959,0.0710248,0.0815853,0.0912732,0.10305,0.112277,0.123768,0.136013,0.147981,0.157766,0.169227,0.17995,0.192553,0.205753,0.218731,0.22993,0.242111,0.255752,0.267308,0.277198,0.291237,0.304127,0.315368,0.326059,0.340192,0.353136,0.367568,0.382886,0.399563,0.411458,0.427521,0.439084,0.455848,0.468345,0.483557,0.501176,0.51399,0.529049,0.54259,0.560345,0.582886,0.5957,0.616468,0.634149,0.651345,0.66965,0.688139,0.685111,0.680863,0.681785,0.677787,0.674283,0.679422,0.677393,0.678825,0.682774,0.678811,0.682825,0.681992,0.685377,0.680411,0.676684,0.672329,0.670501,0.666901,0.66367,0.663927,0.669121,0.670196,0.674455,0.67168,0.669322,0.668122,0.670621,0.670025,0.669089,0.661598,0.665715,0.663988,0.665381,0.662671,0.664678,0.660459,0.656621,0.662579,0.670046,0.672875,0.676418,0.672552,0.674206,0.681966,0.689509,0.685097,0.68632
0.535354,0,0.00988709,0.0206723,0.031046,0.0427227,0.051977,0.0618246,0.0708247,0.0813466,0.0910345,0.102826,0.111968,0.123271,0.135485,0.147541,0.1573,0.1686,0.17984,0.19222,0.20549,0.218224,0.229657,0.241615,0.255312,0.266664,0.276237,0.290126,0.303431,0.314618,0.324833,0.338616,0.351537,0.366212,0.381411,0.398064,0.409996,0.425704,0.437219,0.453315,0.46606,0.481105,0.498853,0.512091,0.527007,0.540851,0.558913,0.581097,0.593829,0.614326,0.631593,0.648209,0.666671,0.685111,0.699144,0.694435,0.695011,0.690794,0.687235,0.692168,0.690604,0.692308,0.696103,0.692732,0.697049,0.696291,0.699768,0.694215,0.690548,0.686547,0.685251,0.682005,0.678641,0.678822,0.684118,0.685603,0.689191,0.686368,0.684717,0.683864,0.685416,0.684579,0.683349,0.675558,0.678822,0.67762,0.67853,0.675826,0.677867,0.673233,0.66841,0.674133,0.681007,0.684736,0.68851,0.685304,0.686976,0.694713,0.702525,0.697709,0.698621
0.545455,0,0.00963661,0.0203496,0.0306582,0.0422604,0.0515098,0.0612033,0.0701102,0.0803532,0.0902285,0.101915,0.111145,0.122327,0.134492,0.146356,0.155969,0.167564,0.178807,0.191224,0.204441,0.217038,0.228051,0.23978,0.253117,0.264493,0.274112,0.287948,0.30146,0.312554,0.322737,0.336775,0.350037,0.364451,0.37939,0.39626,0.407945,0.423711,0.435149,0.451256,0.463653,0.478666,0.495598,0.509569,0.524521,0.538095,0.555548,0.577427,0.590281,0.610501,0.628347,0.644507,0.662315,0.680863,0.694435,0.707519,0.707254,0.703086,0.699677,0.704876,0.704279,0.706224,0.709961,0.706758,0.710972,0.710511,0.714443,0.709227,0.704623,0.700653,0.700039,0.696966,0.693016,0.692512,0.698156,0.699643,0.704375,0.70105,0.69968,0.69926,0.700877,0.699321,0.698287,0.690728,0.694729,0.693465,0.694439,0.69137,0.692928,0.687962,0.684004,0.690536,0.69865,0.703507,0.707447,0.705329,0.707533,0.715349,0.724001,0.719562,0.720929
0.555556,0,0.00949491,0.0201293,0.0305705,0.0420239,0.0512038,0.060979,0.0699088,0.0802787,0.0902128,0.101599,0.110747,0.122009,0.134525,0.146347,0.155926,0.167604,0.178778,0.191209,0.204453,0.217197,0.227875,0.239608,0.252546,0.263833,0.273556,0.287395,0.300723,0.311526,0.321946,0.335788,0.348979,0.363082,0.377747,0.395026,0.406611,0.422289,0.434168,0.45042,0.4627,0.478025,0.495221,0.509151,0.5243,0.538189,0.555738,0.577944,0.590731,0.61117,0.629205,0.64522,0.663554,0.681785,0.695011,0.707254,0.722777,0.71863,0.71606,0.721795,0.720973,0.723247,0.727011,0.724102,0.728025,0.727816,0.732538,0.726261,0.721093,0.7168,0.71594,0.712737,0.708891,0.708654,0.714074,0.716311,0.721358,0.717867,0.716097,0.715229,0.717439,0.716104,0.715026,0.707447,0.711294,0.710109,0.710969,0.708068,0.709724,0.704267,0.700915,0.707345,0.715802,0.720349,0.724434,0.720931,0.723939,0.731984,0.741595,0.737284,0.738746
0.565657,0,0.00939353,0.0199245,0.0300497,0.0414202,0.0508406,0.0607417,0.0698316,0.0800607,0.0897938,0.10129,0.110396,0.121611,0.134195,0.145892,0.155497,0.16704,0.178137,0.190302,0.203286,0.215973,0.226485,0.238433,0.251005,0.262211,0.271906,0.28566,0.299027,0.309665,0.320381,0.334223,0.347313,0.361068,0.375224,0.392789,0.403829,0.419244,0.431003,0.44757,0.45965,0.474485,0.491702,0.50594,0.520963,0.534767,0.551859,0.57467,0.587805,0.608327,0.626131,0.641127,0.659738,0.677787,0.690794,0.703086,0.71863,0.732813,0.729832,0.736054,0.735862,0.738461,0.742268,0.738919,0.743064,0.74171,0.746779,0.739972,0.735085,0.730193,0.7288,0.725761,0.7219,0.721454,0.727459,0.729239,0.734724,0.731249,0.729519,0.727996,0.730833,0.730091,0.728527,0.719906,0.723667,0.72272,0.722115,0.719022,0.72057,0.715334,0.711707,0.717653,0.725733,0.729949,0.734093,0.730661,0.733896,0.742191,0.753391,0.748876,0.750791
0.575758,0,0.00930952,0.020094,0.0300285,0.0413434,0.0508628,0.0609478,0.0700719,0.0800645,0.089828,0.1013,0.110602,0.121943,0.134602,0.146469,0.156049,0.167433,0.178644,0.191148,0.204164,0.216994,0.227704,0.23987,0.252347,0.263445,0.273232,0.286963,0.300341,0.310902,0.321641,0.334952,0.347311,0.361158,0.375129,0.39303,0.403583,0.418859,0.430523,0.447027,0.459307,0.473779,0.49028,0.504123,0.518957,0.532436,0.548718,0.571241,0.584286,0.604398,0.621849,0.637292,0.656586,0.674283,0.687235,0.699677,0.71606,0.729832,0.744086,0.750165,0.750063,0.752772,0.756769,0.753807,0.757488,0.756572,0.761603,0.754864,0.749672,0.744608,0.742912,0.739805,0.735869,0.734372,0.741305,0.744127,0.749999,0.746831,0.744463,0.743407,0.74574,0.745463,0.744719,0.735251,0.738947,0.737939,0.738399,0.734539,0.735939,0.73095,0.728198,0.734226,0.743216,0.747656,0.751631,0.74787,0.751258,0.760226,0.771505,0.767009,0.768726
0.585859,0,0.00917394,0.0201193,0.0300857,0.0413549,0.0508722,0.0608712,0.0702367,0.0803837,0.0903066,0.101998,0.111469,0.12268,0.135594,0.147902,0.157658,0.169103,0.180233,0.193151,0.206281,0.219633,0.229997,0.242076,0.254681,0.266003,0.275533,0.288843,0.302154,0.312612,0.323638,0.337073,0.349235,0.363228,0.376646,0.394801,0.405205,0.420104,0.43191,0.448276,0.460874,0.476033,0.492703,0.506755,0.521741,0.535405,0.55206,0.575796,0.589194,0.60957,0.627389,0.641856,0.661434,0.679422,0.692168,0.704876,0.721795,0.736054,0.750165,0.774722,0.773719,0.777352,0.781537,0.777944,0.781929,0.78043,0.786206,0.777648,0.772917,0.768289,0.766966,0.76366,0.759543,0.757087,0.7642,0.766993,0.772502,0.769445,0.767396,0.766773,0.769838,0.770308,0.769969,0.759975,0.763159,0.762388,0.762811,0.758668,0.760192,0.756101,0.752483,0.759518,0.768834,0.773376,0.777149,0.773627,0.777711,0.787515,0.798464,0.793839,0.79516
0.59596,0,0.00908125,0.0200105,0.0298207,0.0410892,0.0505352,0.0605445,0.069935,0.0801573,0.0897656,0.101509,0.110942,0.122368,0.135513,0.147762,0.157687,0.168687,0.179727,0.192586,0.205638,0.219237,0.229362,0.241315,0.253798,0.265144,0.27459,0.287616,0.300768,0.31152,0.322707,0.336229,0.348382,0.36232,0.376064,0.394132,0.404636,0.419522,0.431278,0.447418,0.4602,0.475394,0.491593,0.505619,0.520524,0.534061,0.550161,0.573109,0.58684,0.606651,0.624455,0.639382,0.658994,0.677393,0.690604,0.704279,0.720973,0.735862,0.750063,0.773719,0.790277,0.793925,0.797882,0.795257,0.798888,0.79704,0.802673,0.794602,0.789276,0.784036,0.782434,0.778565,0.7744,0.771282,0.778414,0.781349,0.787604,0.785234,0.783307,0.782313,0.784844,0.784916,0.784326,0.773866,0.777807,0.776927,0.77746,0.773279,0.775431,0.771398,0.768457,0.775476,0.785335,0.789244,0.792231,0.789135,0.794336,0.804769,0.81616,0.812377,0.815248
0.606061,0,0.00924976,0.0201422,0.02993,0.0411235,0.0510491,0.061039,0.0704738,0.0805254,0.0900214,0.101649,0.111087,0.122379,0.135772,0.147922,0.157405,0.168417,0.179663,0.192888,0.206082,0.22002,0.229839,0.241584,0.2545,0.266201,0.275576,0.289344,0.302353,0.313286,0.324094,0.337598,0.34992,0.363869,0.377359,0.396058,0.406666,0.421338,0.433111,0.44937,0.46226,0.477463,0.493511,0.507518,0.522572,0.536075,0.551354,0.574324,0.588281,0.60808,0.62547,0.641066,0.660869,0.678825,0.692308,0.706224,0.723247,0.738461,0.752772,0.777352,0.793925,0.814708,0.818038,0.815555,0.819088,0.817645,0.823351,0.815641,0.809314,0.803541,0.801902,0.797897,0.793429,0.790155,0.798052,0.801227,0.807141,0.804214,0.801968,0.800633,0.80336,0.803295,0.802756,0.792488,0.795903,0.79459,0.795027,0.790581,0.792863,0.788845,0.785459,0.791964,0.80108,0.805659,0.808844,0.805927,0.811384,0.82224,0.834406,0.830932,0.833645
0.616162,0,0.00937713,0.0202367,0.0300426,0.0414956,0.0514911,0.0616223,0.0709885,0.0811473,0.0905149,0.102239,0.111493,0.122797,0.136084,0.148551,0.158188,0.169042,0.180506,0.193717,0.20715,0.221356,0.231155,0.243022,0.255887,0.267892,0.277553,0.290979,0.304102,0.315471,0.326472,0.339865,0.352246,0.366297,0.379939,0.398342,0.409221,0.423397,0.43564,0.452256,0.465535,0.480883,0.497142,0.510608,0.525648,0.53892,0.555144,0.57832,0.592101,0.61283,0.630033,0.645369,0.665325,0.682774,0.696103,0.709961,0.727011,0.742268,0.756769,0.781537,0.797882,0.818038,0.838641,0.835931,0.839657,0.838158,0.842991,0.835955,0.829596,0.824417,0.822411,0.818846,0.814225,0.811361,0.820289,0.823718,0.830822,0.827498,0.825341,0.824266,0.827291,0.826466,0.825912,0.814946,0.819062,0.817929,0.817991,0.813839,0.815916,0.810916,0.808604,0.815546,0.824597,0.829377,0.833105,0.829537,0.834645,0.846304,0.858862,0.856284,0.859731
0.626263,0,0.00943707,0.0202933,0.0302883,0.0415249,0.0512607,0.061289,0.0708145,0.081117,0.0902289,0.101939,0.111258,0.122416,0.135852,0.148548,0.158013,0.16871,0.180272,0.193493,0.206466,0.220367,0.230024,0.242158,0.255085,0.267036,0.276829,0.29048,0.303196,0.314168,0.324902,0.338454,0.350667,0.364751,0.378133,0.396342,0.407265,0.421583,0.433898,0.450473,0.463395,0.478548,0.495004,0.508063,0.52227,0.535631,0.551724,0.574417,0.588118,0.608798,0.625443,0.640748,0.66106,0.678811,0.692732,0.706758,0.724102,0.738919,0.753807,0.777944,0.795257,0.815555,0.835931,0.852065,0.855398,0.85374,0.858029,0.850794,0.844721,0.838693,0.836726,0.833881,0.829152,0.827231,0.836227,0.839722,0.847371,0.843583,0.840842,0.840078,0.842807,0.841942,0.841346,0.830074,0.834126,0.833287,0.832926,0.828801,0.831051,0.82487,0.822341,0.830041,0.83829,0.84335,0.848047,0.844572,0.850396,0.861259,0.874939,0.872626,0.876363
0.636364,0,0.0094051,0.0201191,0.0300673,0.0412372,0.0510478,0.0612337,0.0706073,0.0809185,0.0899543,0.101868,0.110849,0.121741,0.135166,0.147819,0.157218,0.167951,0.179822,0.193142,0.206535,0.220521,0.230198,0.242155,0.255353,0.267308,0.27722,0.290853,0.303789,0.31517,0.3261,0.339576,0.351907,0.366554,0.379902,0.398376,0.409068,0.423448,0.435843,0.452232,0.465306,0.480735,0.496773,0.509618,0.524178,0.537621,0.553699,0.577304,0.590899,0.612028,0.629451,0.644762,0.664667,0.682825,0.697049,0.710972,0.728025,0.743064,0.757488,0.781929,0.798888,0.819088,0.839657,0.855398,0.877991,0.876241,0.880668,0.872727,0.866728,0.861052,0.85895,0.857023,0.851216,0.849684,0.859738,0.863127,0.870618,0.866988,0.865192,0.865053,0.868344,0.866926,0.865794,0.853115,0.857189,0.856014,0.855611,0.851182,0.854295,0.847773,0.844436,0.852821,0.861344,0.866582,0.872307,0.867322,0.872626,0.884593,0.897929,0.896049,0.898896
0.646465,0,0.00932792,0.0199392,0.0301118,0.0414507,0.0512876,0.0613055,0.0707286,0.0811308,0.0901099,0.10213,0.111062,0.121741,0.134922,0.147428,0.156818,0.167411,0.179257,0.192628,0.205915,0.220196,0.230169,0.241654,0.255133,0.266773,0.276349,0.289914,0.302661,0.313855,0.324866,0.338526,0.350709,0.365395,0.379099,0.3978,0.408886,0.422858,0.435903,0.452633,0.466096,0.481392,0.497105,0.509863,0.524876,0.537999,0.553292,0.576497,0.590643,0.611075,0.62865,0.644567,0.664146,0.681992,0.696291,0.710511,0.727816,0.74171,0.756572,0.78043,0.79704,0.817645,0.838158,0.85374,0.876241,0.894291,0.898801,0.891081,0.884886,0.879101,0.87669,0.874092,0.867425,0.866941,0.877233,0.880857,0.888658,0.884484,0.882458,0.882699,0.885358,0.883253,0.882248,0.868558,0.873603,0.872292,0.872096,0.867306,0.870138,0.863185,0.859502,0.868119,0.876593,0.882438,0.888021,0.88441,0.889962,0.901015,0.914134,0.911693,0.914098
0.656566,0,0.00934181,0.0200031,0.0301235,0.0416008,0.051442,0.0617009,0.0709634,0.081336,0.0903019,0.10218,0.110973,0.121698,0.134986,0.147321,0.156362,0.166825,0.178658,0.191857,0.205417,0.219732,0.229513,0.241246,0.254934,0.26635,0.275681,0.289398,0.302191,0.313671,0.325058,0.338261,0.350544,0.365593,0.379,0.397816,0.409387,0.423722,0.436798,0.453859,0.467712,0.482863,0.498075,0.510884,0.525815,0.539204,0.55494,0.57862,0.593588,0.613505,0.631681,0.647435,0.667049,0.685377,0.699768,0.714443,0.732538,0.746779,0.761603,0.786206,0.802673,0.823351,0.842991,0.858029,0.880668,0.898801,0.922774,0.914129,0.907869,0.901892,0.898449,0.895902,0.889622,0.888836,0.899764,0.903639,0.911658,0.907234,0.904955,0.905366,0.908003,0.90667,0.90569,0.890624,0.896098,0.894789,0.894975,0.890599,0.892942,0.886199,0.88133,0.889942,0.899332,0.90503,0.910888,0.906818,0.91257,0.924172,0.937875,0.934992,0.937389
0.666667,0,0.00952023,0.020177,0.0305349,0.0420477,0.0516569,0.061979,0.0712002,0.0814796,0.0904404,0.102441,0.11105,0.121825,0.134905,0.146954,0.155906,0.166483,0.178378,0.19158,0.204694,0.218908,0.228521,0.240198,0.253402,0.264762,0.274097,0.287976,0.30046,0.311715,0.322863,0.335935,0.348288,0.362988,0.37653,0.395415,0.406878,0.420869,0.434031,0.450947,0.464724,0.479946,0.494532,0.506899,0.521872,0.535193,0.551153,0.573235,0.588226,0.607919,0.626825,0.642915,0.662652,0.680411,0.694215,0.709227,0.726261,0.739972,0.754864,0.777648,0.794602,0.815641,0.835955,0.850794,0.872727,0.891081,0.914129,0.925064,0.918018,0.912117,0.909672,0.907595,0.901694,0.900804,0.911841,0.916367,0.923905,0.918789,0.91617,0.916129,0.919977,0.917961,0.916432,0.902245,0.905291,0.905082,0.905974,0.90119,0.904068,0.896261,0.89194,0.900544,0.910186,0.91591,0.920959,0.91661,0.921359,0.931484,0.945301,0.942436,0.945563
0.676768,0,0.00925784,0.0199327,0.0303339,0.0418949,0.0514936,0.0618694,0.0709007,0.081155,0.0899034,0.101749,0.110365,0.121211,0.134209,0.146069,0.155088,0.165417,0.177326,0.190751,0.20384,0.217834,0.227395,0.239235,0.252726,0.263799,0.273193,0.286891,0.299117,0.310472,0.321774,0.334646,0.346733,0.361409,0.374584,0.39362,0.405078,0.419212,0.432206,0.448776,0.46244,0.477553,0.492231,0.50456,0.519012,0.532686,0.548566,0.570872,0.585873,0.60517,0.623712,0.639179,0.659173,0.676684,0.690548,0.704623,0.721093,0.735085,0.749672,0.772917,0.789276,0.809314,0.829596,0.844721,0.866728,0.884886,0.907869,0.918018,0.92916,0.922186,0.920043,0.917309,0.911754,0.911262,0.922476,0.926863,0.934214,0.928391,0.925672,0.925753,0.930422,0.928329,0.926422,0.912694,0.916268,0.916002,0.916973,0.911933,0.91397,0.905473,0.901156,0.909416,0.919269,0.925286,0.930642,0.926683,0.931041,0.940523,0.954418,0.951265,0.953157
0.686869,0,0.00917254,0.0196282,0.0299408,0.0414207,0.0508012,0.0611056,0.0701578,0.080348,0.0891289,0.100744,0.109171,0.120046,0.133055,0.14492,0.154073,0.164395,0.176494,0.189747,0.202948,0.216699,0.226078,0.237711,0.25087,0.261533,0.270938,0.284866,0.297076,0.308216,0.319384,0.332433,0.344391,0.359181,0.372903,0.391376,0.402385,0.416045,0.429109,0.445679,0.459523,0.474748,0.48917,0.501412,0.515627,0.529288,0.54518,0.567305,0.582035,0.601333,0.620522,0.635514,0.655475,0.672329,0.686547,0.700653,0.7168,0.730193,0.744608,0.768289,0.784036,0.803541,0.824417,0.838693,0.861052,0.879101,0.901892,0.912117,0.922186,0.932961,0.930626,0.928233,0.922538,0.921646,0.933714,0.938057,0.944479,0.938636,0.936447,0.937108,0.942613,0.941198,0.939663,0.924749,0.927634,0.927724,0.928215,0.922547,0.924545,0.916587,0.912228,0.920332,0.930347,0.936091,0.94249,0.938664,0.942947,0.95283,0.96714,0.963825,0.965993
0.69697,0,0.0090653,0.0194142,0.0296219,0.040793,0.0501376,0.0601794,0.0691524,0.079549,0.0881885,0.0995537,0.107824,0.118691,0.131815,0.144216,0.153322,0.164017,0.176167,0.189378,0.202623,0.216328,0.226019,0.237655,0.250706,0.260961,0.270732,0.285016,0.297322,0.308286,0.318969,0.331875,0.343566,0.358468,0.372122,0.390355,0.400892,0.413781,0.426714,0.442762,0.456593,0.471822,0.486637,0.49888,0.513059,0.527282,0.542849,0.564818,0.579012,0.597927,0.618399,0.632982,0.653307,0.670501,0.685251,0.700039,0.71594,0.7288,0.742912,0.766966,0.782434,0.801902,0.822411,0.836726,0.85895,0.87669,0.898449,0.909672,0.920043,0.930626,0.947237,0.945015,0.938977,0.93833,0.94957,0.954505,0.960787,0.953836,0.952095,0.952496,0.958341,0.955672,0.954474,0.940372,0.942843,0.941766,0.942669,0.93678,0.939524,0.931911,0.927123,0.93573,0.94477,0.95036,0.955738,0.952588,0.955936,0.964178,0.978098,0.973986,0.976739
0.707071,0,0.00879797,0.0192007,0.0293321,0.0403366,0.0492837,0.0594619,0.0685476,0.0792614,0.0879814,0.0992523,0.107493,0.118227,0.131492,0.143882,0.152612,0.163227,0.175326,0.188277,0.201879,0.215349,0.225195,0.236851,0.249622,0.259857,0.269615,0.283776,0.296315,0.307519,0.317707,0.330714,0.3424,0.357055,0.370758,0.388793,0.39933,0.412104,0.424714,0.440758,0.454481,0.469616,0.48433,0.496375,0.510591,0.524156,0.540543,0.562692,0.576329,0.595196,0.615879,0.630252,0.650335,0.666901,0.682005,0.696966,0.712737,0.725761,0.739805,0.76366,0.778565,0.797897,0.818846,0.833881,0.857023,0.874092,0.895902,0.907595,0.917309,0.928233,0.945015,0.963604,0.957383,0.956415,0.9675,0.972965,0.979084,0.972907,0.970143,0.970329,0.977005,0.97405,0.973043,0.958122,0.960254,0.959258,0.959696,0.955076,0.956969,0.94882,0.943669,0.951193,0.959126,0.965446,0.972917,0.969927,0.972972,0.981755,0.996941,0.99208,0.995023
0.717172,0,0.00864375,0.0191797,0.0292611,0.040122,0.0492277,0.0593038,0.0683119,0.0789079,0.0875821,0.0988877,0.107333,0.117913,0.131188,0.143377,0.151756,0.162226,0.174067,0.187,0.200592,0.214055,0.223906,0.235505,0.248228,0.258469,0.268155,0.282132,0.294238,0.305427,0.315588,0.328215,0.339612,0.354405,0.368316,0.385716,0.39613,0.409195,0.421908,0.438275,0.451607,0.466503,0.480655,0.492501,0.506311,0.519479,0.535952,0.558467,0.572409,0.591076,0.611675,0.626662,0.64679,0.66367,0.678641,0.693016,0.708891,0.7219,0.735869,0.759543,0.7744,0.793429,0.814225,0.829152,0.851216,0.867425,0.889622,0.901694,0.911754,0.922538,0.938977,0.957383,0.971589,0.970243,0.980824,0.986122,0.992839,0.986767,0.98346,0.982743,0.990026,0.986128,0.984792,0.969091,0.971817,0.970858,0.971011,0.96661,0.969319,0.960745,0.955979,0.961874,0.969594,0.974874,0.982988,0.979614,0.981601,0.989548,1.00479,0.999844,1.00292
